33228,4,0,2,4,2,0,0,14,0,0,0
15,15,0,0,0,0,0,0,0,0,0,0
3,0,2011,0,0,0,0,0,0,0,0,0
3,0,0,171,0,1,0,0,0,0,0,0
18,0,0,0,2724,0,0,0,0,0,0,0
0,0,0,0,0,84,0,0,0,0,0,0
0,0,0,0,0,1,86,0,0,0,0,0
0,0,0,0,0,0,0,88,0,0,0,0
14,0,0,0,0,0,0,0,1426,0,0,0
2,0,0,0,0,0,0,0,0,49,0,0
4,0,0,0,0,0,0,0,0,0,9,10
1,0,0,0,0,0,0,0,0,0,9,2
